num_visits,location,total_minutes_on_demo,user_age,demo_source,data_rows_input,operating_system,users_in_network,outreach_emails_sent,support_tickets_filed,converted
8,Tulsa,123.851478659,46,website,9983,Windows,19,5,0,False
6,Austin,128.824905285,33,referral,8048,Windows,24,6,0,False
5,Seattle,80.0230925156,44,conference,9749,Other,23,5,1,False
6,Boston,171.652065208,52,email,13197,Other,13,5,0,False
6,Albany,137.924390629,55,referral,13008,Windows,21,7,4,True
7,Austin,130.786157707,46,referral,9865,Windows,40,7,2,True
6,Albany,137.148379012,58,conference,4315,OSX,11,7,3,True
7,Freehold,171.260726818,56,conference,13546,Windows,15,7,0,False
5,Denver,169.949393014,48,referral,9001,Windows,29,7,4,True
6,Los Angeles,167.654284418,45,email,11415,Windows,7,5,0,False
5,Kansas City,155.632309298,54,conference,8510,OSX,15,7,0,False
5,New York,143.906994112,46,conference,7139,Other,17,6,1,False
5,Las Vegas,119.997011452,50,conference,6732,OSX,9,6,2,False
6,Austin,169.831891033,43,email,13279,Windows,18,5,0,False
7,Albany,196.762112481,47,website,6053,OSX,16,6,0,True
4,Boston,89.0664986699,46,website,7857,Windows,17,5,3,False
9,Phoenix,132.258662943,55,email,11877,Windows,13,5,0,False
7,Phoenix,128.076446386,44,referral,9952,Windows,10,6,0,False
7,Kansas City,204.954320567,36,conference,6249,Windows,21,5,0,False
6,Freehold,152.517718618,48,email,7712,Windows,19,5,1,False
8,New York,118.987277764,45,email,9345,Windows,26,5,1,False
7,Austin,138.602428261,47,conference,8895,Windows,18,6,0,False
6,Boston,158.560896487,47,email,12123,Windows,7,7,0,False
5,San Jose,187.557316643,44,conference,14634,Windows,19,6,0,False
9,San Jose,120.845142354,47,email,10642,Windows,19,5,0,False
6,Freehold,156.211992026,46,referral,12086,OSX,20,6,0,False
10,New York,240.266644808,47,conference,10296,OSX,24,6,1,True
6,San Diego,165.300576052,42,email,13893,Other,23,7,1,False
6,Austin,89.917992459,53,conference,10197,OSX,13,6,1,False
9,Memphis,113.614526884,46,conference,12396,Windows,15,7,4,True
5,Atlanta,159.800198912,48,email,5297,Windows,20,6,2,False
6,San Diego,205.336991448,54,referral,6073,Windows,28,6,0,True
5,Freehold,176.717561842,49,conference,6130,OSX,12,6,1,False
5,Los Angeles,102.740272202,44,email,11772,Windows,25,7,0,False
10,Chicago,111.445510426,50,website,9612,Windows,16,6,0,False
7,Phoenix,153.234986985,55,website,10259,Other,6,6,3,True
7,Albany,146.232197871,49,referral,11242,Windows,32,5,3,True
7,San Jose,140.779757064,42,email,9176,Windows,21,4,0,False
5,Boston,226.370501081,45,email,6686,Windows,26,5,0,False
6,Chicago,117.064339591,45,conference,9479,Other,25,6,0,False
10,Albany,136.048708027,48,email,10987,OSX,27,6,2,False
6,Las Vegas,150.928628061,52,website,11459,Windows,12,5,0,False
6,Denver,164.915815246,47,website,6719,Windows,28,6,1,True
6,Phoenix,108.3456791,40,conference,9217,Other,21,5,0,False
6,Chicago,181.744929637,44,conference,3137,Other,16,6,2,False
9,Albany,150.558372847,35,email,9945,Windows,22,6,0,False
11,New York,112.763305935,38,conference,9812,Windows,23,5,3,True
8,San Diego,129.313718113,32,referral,8786,Windows,29,5,0,False
7,Las Vegas,141.323433992,56,conference,6377,Other,10,7,1,False
10,San Diego,109.94466648,46,referral,7332,OSX,33,5,2,False
9,Chicago,141.159971687,48,referral,5207,Windows,26,7,2,True
8,New York,93.2878355845,49,conference,7528,Windows,9,7,1,False
10,Austin,126.379010005,41,email,11105,Windows,19,7,5,True
8,Freehold,128.875321886,41,referral,8909,Windows,25,7,1,False
9,San Diego,113.696512234,38,website,9475,Windows,28,7,1,False
7,New York,163.863726151,46,referral,11728,OSX,24,5,3,False
7,Memphis,156.02286927,35,website,11551,Windows,23,6,0,False
6,San Jose,104.535977292,48,conference,9376,Windows,15,7,0,False
10,Austin,102.489898334,35,referral,6113,Other,31,6,0,False
5,Albany,102.490810898,49,conference,10235,Other,19,8,1,False
11,Seattle,227.324993791,42,website,5707,OSX,20,7,0,True
11,Los Angeles,90.1742408207,43,website,8985,OSX,30,5,1,False
7,San Diego,149.32184053,40,conference,10277,Other,20,6,0,True
7,San Jose,171.105073758,47,conference,5594,Windows,21,6,0,False
8,Atlanta,170.578824666,45,website,8938,Windows,24,5,4,True
8,Seattle,141.155586302,46,email,12134,Windows,19,6,3,True
5,Memphis,177.166838881,46,website,7108,Windows,24,6,0,False
12,Chicago,93.5994961278,35,referral,7956,OSX,33,5,1,False
7,Seattle,124.280752751,44,conference,8279,Other,19,5,0,False
7,Seattle,135.960942821,42,website,10519,Windows,19,7,0,False
9,Memphis,228.176131362,46,email,9206,OSX,18,8,1,True
10,Memphis,62.8472726086,39,email,14197,Windows,33,6,4,True
9,San Jose,147.437188228,47,referral,10802,OSX,25,5,2,False
6,Kansas City,145.097338099,49,referral,9643,Windows,22,8,2,True
9,Kansas City,68.9542736812,45,referral,12202,Windows,34,7,3,True
7,Freehold,89.8354649426,41,conference,9136,Windows,17,7,0,False
8,Atlanta,134.095457491,38,referral,9434,Windows,25,5,0,False
8,Phoenix,148.781780558,50,website,10300,Windows,22,6,1,True
11,Austin,92.3823177398,47,website,9243,Windows,18,5,0,False
7,Seattle,157.114838972,47,website,9134,OSX,19,5,2,True
11,Kansas City,97.2020813064,36,referral,7898,OSX,32,6,3,False
3,Albany,88.0167501421,43,email,11609,OSX,29,5,0,True
5,Freehold,186.723014307,54,referral,10621,Windows,18,7,4,True
10,San Diego,130.364174997,33,referral,7657,Windows,28,6,1,False
6,Phoenix,175.676407621,45,website,14091,OSX,26,5,4,False
8,Columbus,139.981789939,49,website,14675,Other,26,7,4,True
7,Freehold,168.016137857,47,referral,5969,Other,22,6,1,True
5,Kansas City,136.415584805,43,conference,9544,Windows,22,6,0,False
6,Denver,96.6400500259,49,email,9544,Windows,15,6,0,False
10,Denver,81.0224424656,35,referral,6762,Windows,32,7,2,False
6,San Jose,137.737468534,43,conference,7097,Other,17,6,0,False
8,Las Vegas,121.154520358,53,referral,7784,Windows,10,5,0,False
8,Columbus,120.170688356,46,referral,8440,Windows,35,5,3,True
5,Atlanta,129.918881907,50,conference,10087,OSX,15,5,0,False
8,Chicago,133.955945795,43,website,10355,Windows,22,8,0,False
6,Chicago,151.214205199,40,referral,9330,OSX,25,6,0,True
7,Tulsa,139.44525499,40,website,10240,Other,24,7,0,False
5,San Jose,119.096778749,36,referral,14422,Other,32,7,1,True
9,Tulsa,118.801439057,35,email,8317,Windows,28,5,0,False
7,Tulsa,133.368467535,41,email,8625,Windows,18,6,0,False
6,Las Vegas,81.80394521,48,conference,7738,OSX,14,6,2,False
6,Chicago,172.137559177,32,email,9999,Windows,22,7,0,False
8,Phoenix,104.794055772,46,conference,12753,Windows,21,7,2,True
7,Chicago,135.176626731,53,conference,8078,OSX,8,5,0,True
8,Las Vegas,144.120934526,39,referral,10151,OSX,24,6,1,False
4,Freehold,171.44196593,45,conference,6127,OSX,20,5,1,False
10,Freehold,101.165241548,44,referral,8274,Windows,21,6,0,False
12,San Jose,77.3611565218,42,referral,6027,Other,29,9,2,False
8,Denver,149.195144679,45,referral,11160,Windows,29,5,3,True
10,Austin,232.202228255,38,referral,12835,OSX,21,6,1,True
10,Boston,152.223182662,48,website,10445,OSX,19,5,0,False
12,Las Vegas,105.274741592,33,referral,7838,OSX,46,5,4,False
9,Los Angeles,135.98786417,41,email,8279,Windows,15,7,0,False
7,Boston,150.237366654,41,website,14665,OSX,23,6,2,True
6,Tulsa,168.961826592,51,conference,8030,Windows,19,7,0,False
8,Seattle,140.987759705,50,email,10355,Windows,12,5,0,False
9,Freehold,109.358380652,43,conference,13680,Windows,26,5,4,True
5,Chicago,188.591223687,53,conference,15993,Windows,9,5,0,False
8,Las Vegas,161.101458656,47,email,12361,OSX,23,5,2,True
11,Memphis,118.321805139,40,referral,8903,OSX,25,6,0,False
7,Austin,95.3981123068,55,website,3156,Windows,4,8,5,False
5,Los Angeles,187.567843541,46,conference,8397,OSX,20,6,0,False
6,Kansas City,187.696810684,44,conference,8046,Other,20,6,0,False
8,New York,172.141532942,45,email,8076,OSX,29,5,0,True
7,Albany,143.646930269,41,referral,10123,Windows,27,7,3,False
6,Atlanta,162.287323023,44,email,4193,Windows,14,7,1,False
10,Albany,107.933828309,39,referral,7523,OSX,26,6,0,False
10,Austin,114.307030342,44,website,9019,Other,25,5,1,False
6,San Jose,127.54646588,46,conference,9517,OSX,19,6,0,False
5,Memphis,98.3974117199,49,conference,6561,Other,11,6,4,False
8,Albany,132.807830368,36,conference,10034,Windows,30,5,0,False
6,Tulsa,177.563564138,42,email,13071,OSX,31,7,3,False
8,Las Vegas,107.063748415,46,referral,11822,Windows,32,6,3,True
4,Boston,222.322170016,48,email,3152,OSX,18,6,2,False
7,Boston,145.434095925,42,conference,8459,Other,19,5,0,False
6,Kansas City,207.376451857,48,referral,4410,OSX,27,6,1,True
6,Albany,153.721973328,41,website,9587,Windows,19,8,0,True
8,Las Vegas,136.035325886,47,website,10896,Windows,27,6,3,True
11,Columbus,114.297815576,39,referral,8074,Other,25,7,1,False
8,Austin,151.456607422,43,email,11882,Other,23,7,0,False
4,Las Vegas,163.028139797,44,conference,6699,Other,21,6,2,False
8,Phoenix,54.5359338899,45,email,7566,Windows,14,8,1,False
7,Austin,151.308043292,47,website,11332,Windows,14,7,0,False
11,Los Angeles,163.867349021,41,conference,9404,Other,14,6,4,True
6,Boston,125.728984468,45,conference,10395,Windows,21,6,0,False
7,New York,220.578516742,45,conference,6002,Windows,20,5,0,False
7,Austin,154.827436557,43,website,12128,Other,18,6,0,True
7,Memphis,135.70991477,49,email,6992,Windows,14,7,1,False
7,New York,165.374831657,38,referral,10798,OSX,26,6,1,True
6,Tulsa,105.934069959,51,website,4719,Windows,7,8,4,False
6,Las Vegas,148.526570369,56,conference,6492,OSX,13,6,2,False
4,Tulsa,116.096141403,38,referral,13859,Other,25,7,2,True
9,San Jose,143.311035172,34,website,11571,Windows,35,7,3,False
6,Austin,197.354705131,46,conference,4301,Other,15,6,0,False
7,Chicago,143.723336223,48,referral,10420,Windows,29,5,2,True
6,Chicago,174.775504499,45,conference,6167,OSX,13,7,0,False
5,Atlanta,115.888447465,52,conference,11876,OSX,17,7,0,False
8,Tulsa,144.898774633,36,email,10629,Windows,31,5,1,True
9,Boston,81.5669986516,41,email,11112,Windows,24,7,5,False
6,Columbus,169.372717099,38,email,12446,Windows,19,6,0,False
7,Las Vegas,141.069131051,45,website,9277,OSX,24,7,1,True
8,Albany,168.08191864,39,website,13482,OSX,25,6,0,True
7,Columbus,144.054747868,38,referral,11877,OSX,27,5,0,True
6,Freehold,167.132900212,51,conference,7132,OSX,17,6,0,False
7,Phoenix,165.666835596,50,conference,8006,OSX,13,6,0,True
8,Chicago,154.082465808,37,email,13005,Windows,29,6,1,False
9,Denver,115.253028174,30,referral,7741,Windows,26,5,0,False
10,Phoenix,228.407146193,41,referral,15249,OSX,23,6,3,True
8,Kansas City,136.666521699,49,website,9864,OSX,19,6,0,False
5,Tulsa,179.479167259,48,conference,13878,Windows,14,6,0,False
10,Chicago,128.822469654,45,email,10816,Windows,17,7,0,False
7,San Jose,149.436542532,50,website,9141,Windows,28,7,3,True
10,Freehold,135.637375998,48,website,10406,OSX,17,6,0,False
5,Kansas City,178.993552451,44,email,3660,Other,12,5,3,False
6,Atlanta,113.952213884,46,website,8031,Windows,17,5,1,False
7,New York,145.803090583,44,website,12333,Windows,20,8,1,False
8,Las Vegas,78.8863945095,41,website,9487,Windows,35,8,2,True
11,Las Vegas,138.025375833,33,referral,10138,OSX,29,6,2,True
7,San Jose,117.012705897,41,referral,9507,Windows,25,7,1,False
7,San Diego,121.27516928,46,email,6418,Windows,16,6,0,False
9,Phoenix,119.035976412,24,referral,6466,Windows,24,8,0,True
10,San Diego,115.746599532,42,website,9702,OSX,28,7,1,False
9,Freehold,222.142785399,48,website,11919,OSX,23,6,0,True
5,Denver,119.79375968,42,website,4946,Windows,17,6,2,False
7,Tulsa,165.295735028,48,website,7314,Windows,30,6,1,True
6,Los Angeles,156.585001686,46,website,8532,Other,25,6,3,True
7,Tulsa,153.542934394,34,website,10303,Windows,18,6,0,False
8,Austin,212.870250296,43,website,7935,Other,18,4,1,True
8,Kansas City,116.624716378,37,website,9721,Windows,19,6,0,False
9,Denver,120.619464265,45,website,10038,Windows,22,7,0,False
7,Chicago,124.726804095,38,website,6576,Windows,20,7,1,False
6,Albany,140.44267259,46,email,7238,Windows,19,7,1,False
8,Denver,150.222369223,37,website,11378,Windows,28,7,2,False
6,Boston,155.454107922,50,website,11322,Windows,14,8,0,False
11,New York,110.662664284,46,website,9721,Other,22,8,0,True
8,San Jose,155.570039316,48,email,14791,Other,16,6,2,True
6,New York,174.774424411,48,conference,5690,Other,20,8,1,False
6,Albany,180.848528464,47,website,5661,Windows,18,6,1,False
7,Boston,169.0656122,41,website,8808,OSX,25,8,0,True
9,San Jose,124.297609808,35,referral,9090,OSX,25,7,1,False
6,Las Vegas,156.354063024,49,conference,3431,OSX,11,5,2,False
4,Tulsa,171.952399023,49,conference,6167,OSX,18,5,3,True
9,Phoenix,215.948078322,48,conference,11283,OSX,16,6,1,True
7,Memphis,163.997820068,49,website,8419,Windows,25,4,2,True
9,Freehold,148.78622141,39,website,8279,Other,38,6,3,True
9,Memphis,127.811546954,38,website,12822,Windows,32,7,3,False
9,Columbus,136.522760872,46,email,10159,Other,17,3,2,True
5,Memphis,151.28710939,46,website,5988,Windows,15,6,1,False
7,Austin,133.917064695,42,referral,9741,Windows,19,6,0,False
9,Los Angeles,137.907414071,43,email,6538,Windows,27,6,1,True
6,Denver,166.310025105,55,conference,7270,OSX,17,6,0,False
6,New York,144.853254101,46,email,7769,Windows,22,6,0,False
8,Seattle,159.842845366,47,website,14145,OSX,30,7,3,False
8,Memphis,179.720973761,45,email,10742,OSX,24,5,0,True
6,Atlanta,134.37676681,35,referral,8792,Windows,23,6,0,False
6,Las Vegas,158.737501867,49,email,7177,Other,13,7,1,False
7,Memphis,156.207436454,39,website,9351,Windows,20,6,0,False
6,Seattle,148.37220891,44,referral,9691,Other,19,6,0,False
5,San Diego,143.581567343,44,conference,8139,Windows,25,6,0,False
5,Albany,36.3934701016,43,email,8610,Windows,25,6,4,False
5,Austin,123.730300851,47,conference,8471,Other,18,6,1,False
11,Austin,111.67704374,41,email,10630,Other,23,6,0,False
10,Denver,127.107041681,42,conference,10548,Windows,22,5,0,False
8,Columbus,131.221715878,34,email,11210,Windows,31,5,1,False
7,Las Vegas,174.168585931,53,email,5713,Other,13,6,0,False
6,Chicago,68.03112341,45,conference,9569,OSX,12,6,1,False
12,Las Vegas,64.3396912561,39,referral,5352,Windows,27,6,0,False
9,Atlanta,102.741027269,44,referral,7654,Other,24,7,0,False
6,Freehold,111.13724793,48,email,7746,Windows,25,7,1,False
5,Columbus,152.174219153,44,conference,10175,OSX,22,5,0,False
7,Las Vegas,134.612817607,45,email,10132,Windows,11,6,0,False
8,Seattle,152.131744612,34,referral,10891,OSX,39,7,5,False
7,Boston,104.546056295,48,conference,7935,Windows,17,6,1,False
7,Memphis,129.629175756,49,email,5144,Windows,15,5,2,False
7,Freehold,120.560010028,43,conference,11847,Other,20,7,0,False
8,Chicago,164.967091404,51,referral,8780,OSX,18,5,2,True
10,Chicago,143.610794395,37,email,7961,OSX,31,6,1,True
6,Los Angeles,163.183538355,38,conference,6705,Other,19,8,0,False
9,New York,208.708264545,46,email,9953,OSX,25,7,0,True
7,New York,150.107210461,50,email,11031,Windows,12,7,0,False
9,Tulsa,105.660649394,42,referral,9092,Other,29,7,2,False
6,Los Angeles,117.677926199,44,email,10545,Windows,27,7,0,False
7,Las Vegas,147.533881993,42,email,11384,Windows,25,8,0,False
10,Tulsa,236.766559603,40,referral,5251,Other,21,6,0,True
5,Tulsa,175.759710799,48,email,6902,Other,17,6,1,False
10,Kansas City,228.017346217,48,email,9385,OSX,20,5,1,True
6,Kansas City,127.535153494,48,conference,7990,OSX,14,6,1,False
9,San Diego,121.878308727,46,website,10865,Windows,23,6,3,True
7,San Diego,85.0348733555,46,conference,11069,Other,17,6,0,False
6,New York,183.291521603,46,website,12971,OSX,23,7,2,False
9,Columbus,237.567246527,42,website,11096,OSX,13,7,2,True
7,Atlanta,156.775749421,51,conference,12344,Windows,8,5,0,False
7,Seattle,155.278136644,44,website,11442,Other,21,6,0,False
5,Albany,163.452259807,43,email,9720,Windows,26,6,0,False
8,Los Angeles,119.344297141,50,referral,7108,Windows,23,5,3,True
4,Seattle,92.5755977525,41,conference,8056,OSX,21,5,1,False
9,Tulsa,178.288374705,44,conference,11688,OSX,25,6,0,True
7,Memphis,121.194821071,45,conference,7710,Windows,18,7,0,False
9,San Jose,122.001673406,37,referral,9927,OSX,29,6,1,False
7,New York,83.812060202,54,email,5218,Windows,9,6,4,False
7,San Diego,116.847529151,38,conference,10256,Windows,21,6,0,False
6,Albany,164.585605204,37,referral,10571,Windows,22,6,0,True
7,Tulsa,170.537110681,49,conference,12991,Other,18,6,0,False
6,Albany,166.19109664,32,referral,11507,Windows,28,6,1,False
4,Chicago,193.445228984,30,email,13722,Windows,31,5,1,False
6,Phoenix,164.556480766,39,email,9969,Windows,25,6,0,False
6,Denver,204.876437032,43,conference,4841,Other,14,5,0,False
10,Chicago,93.9685556483,33,referral,7745,OSX,33,5,3,False
7,Austin,151.876844229,44,conference,11929,Windows,21,6,0,False
5,New York,104.16112621,47,conference,8785,Windows,22,7,1,False
7,New York,114.361388276,47,conference,9461,Windows,14,6,0,False
5,Chicago,164.581735498,47,referral,7586,Windows,33,6,1,True
10,San Diego,157.867432647,35,email,12592,OSX,27,6,0,True
8,Austin,160.548967914,39,email,5785,Windows,32,6,0,True
5,San Jose,143.45441362,49,conference,12146,Windows,23,6,0,False
8,Memphis,139.647666627,45,website,11133,Windows,17,6,0,False
7,Albany,153.349812455,44,website,12188,OSX,21,5,0,False
9,Phoenix,138.632178617,38,website,10532,OSX,31,5,2,True
8,Freehold,178.59040963,37,referral,14760,OSX,26,6,0,True
6,Columbus,180.91611874,45,conference,14238,OSX,24,5,1,False
10,Albany,189.227284013,35,referral,11069,OSX,35,7,0,True
4,Albany,116.825874795,45,conference,7368,Other,20,5,4,False
9,Kansas City,105.092075892,41,referral,8270,Windows,19,7,0,False
5,New York,141.823806061,34,conference,8521,Windows,27,5,0,False
12,Austin,88.9619138059,48,referral,7169,OSX,25,5,2,False
8,Atlanta,114.280246424,42,website,8747,Windows,21,6,0,False
8,Freehold,169.107451251,33,referral,12122,OSX,18,7,1,True
6,San Jose,122.566845973,49,email,7647,Windows,14,7,1,False
9,Memphis,150.816188286,48,website,10719,Other,24,7,0,False
8,Phoenix,120.07044258,46,website,11050,OSX,22,6,1,True
7,New York,114.064650221,35,email,15598,Other,21,7,1,True
8,Las Vegas,125.471685551,51,conference,13718,Windows,13,6,3,True
4,Austin,190.101749757,56,referral,10718,Other,23,7,1,True
6,Freehold,147.89405827,42,email,11756,Windows,17,6,0,False
6,Chicago,211.660985229,54,referral,8842,Windows,24,6,1,True
5,Freehold,166.72299641,37,referral,11131,Windows,25,7,0,False
9,Las Vegas,129.801655851,32,email,10097,Windows,28,6,0,False
6,Memphis,95.2455869321,48,conference,8130,Windows,13,4,2,False
12,Denver,84.8256832484,32,referral,6591,Windows,34,6,1,False
9,Freehold,192.989792333,49,conference,7012,OSX,28,7,0,True
7,San Diego,78.1869491493,47,website,6883,Windows,15,7,1,False
8,San Diego,158.855671272,47,website,12172,OSX,30,6,3,False
9,New York,146.460207235,42,referral,10848,OSX,27,6,2,False
10,Seattle,101.118244139,36,referral,7516,Other,25,7,0,False
9,Denver,203.005486166,37,referral,8876,OSX,23,5,0,True
5,Freehold,124.065430458,46,conference,10364,Other,16,5,0,False
7,Columbus,140.68318243,40,email,11389,Windows,17,7,0,False
10,Atlanta,131.573441392,41,referral,8929,OSX,29,7,3,False
9,Atlanta,207.206062096,44,email,13020,OSX,25,7,1,True
7,Columbus,205.849989592,44,website,7298,Windows,15,4,0,True
8,Seattle,150.172985321,50,website,14119,Other,22,5,4,False
11,Freehold,91.3782566579,47,referral,7265,Windows,20,7,0,False
6,Boston,186.723484021,46,email,6988,Windows,25,8,0,False
5,Los Angeles,182.462533672,41,conference,12532,Windows,22,5,0,False
8,Las Vegas,142.412556296,44,referral,8394,OSX,29,4,2,True
7,Tulsa,153.237918851,34,website,12021,Other,32,6,1,False
7,San Diego,149.856127759,39,website,11045,OSX,30,8,2,False
8,Phoenix,134.368356203,41,email,10743,Windows,23,7,0,False
9,Phoenix,103.647070015,46,website,9947,Windows,20,6,2,True
8,Austin,216.174662302,42,referral,7064,OSX,23,6,0,True
8,Phoenix,130.202662038,43,conference,8751,Windows,25,7,0,False
6,New York,186.81376927,51,email,6482,Windows,16,8,0,False
5,Chicago,115.884942069,50,conference,6897,OSX,12,8,2,False
7,Las Vegas,144.896381692,42,referral,10131,OSX,22,6,1,False
7,Austin,180.455194341,36,referral,15333,OSX,20,7,3,True
10,Denver,221.870701289,43,referral,9331,OSX,22,6,0,True
6,Columbus,185.575493627,43,referral,10995,OSX,19,6,1,True
8,Austin,192.344249277,44,email,12382,OSX,18,6,1,True
4,New York,148.810981149,53,conference,5861,OSX,14,5,4,False
7,Tulsa,139.031748743,48,referral,10524,Windows,26,7,3,True
8,San Jose,182.237631097,48,email,14651,OSX,26,8,3,False
6,Tulsa,143.089860196,43,website,11085,Windows,19,6,0,False
7,Las Vegas,155.76842922,40,email,6953,Windows,25,5,0,True
6,Albany,141.259601356,47,email,11022,Other,17,6,0,False
8,Memphis,129.220664524,38,referral,9598,OSX,29,6,2,False
8,Columbus,67.1162187919,43,email,10736,Windows,11,7,0,False
5,San Diego,181.966914748,50,email,14381,Other,21,6,1,False
5,Atlanta,70.0335903543,34,website,16851,OSX,31,6,0,True
10,Memphis,103.44954477,34,email,9133,Other,35,6,2,True
5,Seattle,138.515650887,55,email,5167,Other,15,7,5,False
9,Phoenix,100.700286318,47,website,8231,Windows,16,7,0,False
5,Phoenix,140.622020835,53,conference,659,OSX,11,7,5,False
7,San Jose,161.321415392,44,email,8889,Windows,18,6,0,False
8,Atlanta,120.930179096,42,website,9887,Windows,20,5,0,False
8,Albany,132.266788051,38,website,10001,Windows,22,5,0,False
10,San Jose,113.710160979,46,email,8823,Other,23,8,0,True
6,Denver,156.811557585,48,referral,5676,Windows,9,6,2,False
9,Phoenix,244.653606443,52,email,6454,OSX,25,5,0,True
5,Boston,124.539883887,44,conference,7214,Other,25,6,2,False
7,Los Angeles,160.449123425,47,website,9750,Windows,17,7,0,False
7,Memphis,137.892789488,40,website,11811,OSX,29,5,0,True
7,Los Angeles,183.74746371,42,email,4348,Windows,18,7,0,False
4,New York,208.432472643,44,conference,5225,OSX,19,6,0,False
6,Seattle,128.551812301,42,website,11965,OSX,23,6,0,True
7,Las Vegas,165.696417992,51,referral,7875,Windows,23,5,2,True
5,Albany,203.368982741,48,email,6222,Other,18,7,0,False
9,Albany,160.288093688,45,referral,5969,OSX,33,5,1,True
9,Phoenix,124.962621671,46,referral,9672,OSX,21,6,1,False
7,Kansas City,222.721339441,45,referral,9997,OSX,18,7,1,True
6,Columbus,138.283760035,45,conference,9682,OSX,17,8,0,False
7,Seattle,141.791400431,46,email,11748,Windows,19,5,0,False
6,Phoenix,170.436379242,46,website,8378,Windows,28,6,0,False
7,San Jose,74.4890588607,56,conference,12587,OSX,12,7,0,False
5,Kansas City,157.044349854,50,conference,7876,OSX,18,5,0,False
7,Memphis,100.732469086,47,website,10138,Windows,19,5,0,False
7,Kansas City,162.833714729,39,referral,11663,OSX,25,5,0,True
7,Memphis,122.165569417,30,referral,8096,Windows,35,6,1,False
6,Seattle,174.574110619,43,referral,12740,OSX,21,6,1,False
8,Columbus,155.826568811,40,website,13452,OSX,25,6,0,True
10,Denver,141.517158042,35,referral,8829,OSX,36,8,4,False
6,San Diego,171.210094944,45,email,6724,Windows,17,6,0,False
6,Boston,123.310255219,50,conference,5931,Other,18,6,2,False
11,Boston,96.9095891863,34,referral,6737,Windows,25,5,0,False
7,New York,200.60766084,51,referral,6616,Windows,12,5,0,False
7,Phoenix,128.382939988,36,referral,8694,Windows,17,6,0,False
6,San Jose,197.655070909,49,referral,7840,OSX,26,7,1,True
7,Chicago,162.028791111,49,conference,11388,OSX,33,5,0,True
8,Phoenix,147.507511882,43,referral,10895,OSX,27,6,2,False
6,San Diego,151.988169371,41,email,12040,Windows,20,6,0,False
7,Las Vegas,59.7045028694,51,email,11431,Windows,16,6,0,False
6,Los Angeles,149.369258721,47,referral,7877,Windows,32,6,2,True
6,Freehold,168.327633296,40,website,11870,OSX,26,6,1,False
9,San Diego,236.36607653,41,referral,7818,OSX,20,7,0,True
12,Las Vegas,71.9761410132,49,referral,7722,Other,20,7,1,False
5,Seattle,112.802434084,46,conference,10128,OSX,19,7,0,False
8,Albany,227.507724466,43,referral,9379,Other,18,6,2,True
6,Las Vegas,156.813408788,46,website,7986,Windows,18,7,0,False
5,Kansas City,126.006359797,45,conference,9464,OSX,19,6,0,False
5,New York,137.153616994,45,email,9476,Windows,24,5,0,False
9,Albany,176.424869356,40,referral,11786,OSX,32,7,0,True
5,Columbus,129.288653639,43,conference,8831,Windows,25,7,0,False
5,Atlanta,182.623371933,47,conference,6690,Other,17,5,0,False
5,Tulsa,183.773911035,34,email,14000,OSX,35,8,4,False
6,Austin,169.099929546,41,website,12559,Windows,20,6,0,False
9,Tulsa,126.332929275,48,website,10406,Other,20,4,0,False
7,Las Vegas,147.808414294,41,website,12779,OSX,30,6,4,False
7,Seattle,183.024827983,40,website,15297,Other,20,5,0,False
5,San Diego,128.954744772,43,conference,7934,Other,21,6,0,False
9,San Diego,159.631000286,48,email,12064,OSX,16,5,2,True
12,Freehold,107.221578373,43,referral,9508,OSX,35,7,4,False
10,New York,121.476467461,39,website,8703,OSX,34,5,2,True
7,Las Vegas,192.042971281,43,website,7784,Windows,27,6,1,True
8,Boston,141.741854388,49,email,12729,Windows,13,5,0,False
6,Kansas City,63.2913969448,48,conference,9084,Windows,14,7,3,False
5,Phoenix,136.419798426,45,conference,6412,OSX,9,7,1,False
7,Memphis,138.153947518,42,conference,6873,Windows,13,6,0,False
10,Seattle,102.322897557,44,email,12546,Windows,29,6,3,True
6,Memphis,164.695896779,50,referral,9066,Windows,23,7,0,False
8,Las Vegas,133.830296664,41,conference,14335,OSX,37,5,0,True
5,Austin,102.238175386,53,conference,12281,OSX,21,6,0,False
8,Albany,130.131308055,42,conference,9569,Windows,22,7,0,False
4,Kansas City,165.405596748,60,referral,15118,Windows,24,4,1,False
10,Los Angeles,92.2859260037,42,website,8442,Other,28,7,1,False
9,Freehold,166.069144865,34,referral,12703,OSX,21,7,1,True
5,Seattle,193.412264468,37,email,13690,OSX,30,6,3,False
7,Las Vegas,149.555491879,44,website,10387,Other,28,8,2,False
8,Albany,155.233492859,37,email,10700,Windows,29,5,1,False
5,Las Vegas,245.331650972,54,conference,628,OSX,15,5,3,False
4,Freehold,177.000424966,37,website,12133,Windows,19,7,0,False
7,Phoenix,137.007473707,42,conference,11563,Windows,19,6,0,False
4,San Diego,157.549890423,47,conference,6418,OSX,19,7,1,False
5,Los Angeles,196.392380193,34,website,13239,Other,28,6,2,False
7,Chicago,158.333631711,35,referral,10662,Other,25,7,2,False
8,Atlanta,148.325745985,35,referral,10740,OSX,36,6,3,False
8,Denver,107.333206685,45,email,11888,OSX,18,7,1,True
6,Columbus,130.151081458,56,conference,7536,OSX,11,6,2,False
7,Denver,165.673977955,48,email,12195,Windows,21,6,0,False
6,Albany,244.668903943,42,conference,4921,Other,19,6,0,False
